target_acc	min_dist_same	min_dist_opp	PDS_acc
PDT000006054.2	6		PDS000000540.1
PDT000006740.1	1	26	PDS000000116.2
PDT000006165.1	3	24	PDS000000116.2
PDT000006689.1	2		PDS000000235.1
PDT000005976.1	1	2	PDS000000534.1
PDT000006497.1			
PDT000006513.1	0	24	PDS000000110.2
PDT000006760.1			
PDT000006187.1	1	9	PDS000000116.2
PDT000005840.1	3	27	PDS000000116.2
PDT000005698.1	1	25	PDS000000116.2
PDT000006049.1	13	15	PDS000000110.2
PDT000006435.1	0	1	PDS000000534.1
PDT000005819.1	1		PDS000000234.1
PDT000006750.1	2		PDS000000234.1
PDT000005428.2	3		PDS000000234.1
PDT000006609.1	5	4	PDS000000073.2
PDT000005861.1	5	8	PDS000000072.2
PDT000005881.1	1	8	PDS000000116.2
PDT000006193.1	11	11	PDS000000576.1
PDT000006528.1	5	5	PDS000000072.2
PDT000005576.1			
PDT000005896.1	1	2	PDS000000534.1
PDT000005364.1	0	1	PDS000000534.1
PDT000005340.1	1		PDS000000234.1
PDT000006370.1	2	13	PDS000000110.2
PDT000006690.1	9	11	PDS000000110.2
PDT000006684.1	11		PDS000000231.1
PDT000005336.2	0	1	PDS000000534.1
PDT000005516.1	2	19	PDS000000189.1
PDT000006721.1	0	24	PDS000000110.2
PDT000006574.1	0	1	PDS000000534.1
PDT000005541.1	0	16	PDS000000576.1
PDT000005392.1	0	1	PDS000000534.1
PDT000005519.1	0	16	PDS000000576.1
PDT000006335.1	2	21	PDS000000062.2
PDT000005891.1	1	20	PDS000000062.2
PDT000006841.1	7	18	PDS000000110.2
PDT000005535.1	4	4	PDS000000072.2
PDT000006852.1	0	1	PDS000000534.1
PDT000005809.1	5	5	PDS000000072.2
PDT000005665.1	2	17	PDS000000189.1
PDT000005813.1	17		PDS000000290.1
PDT000005616.1	17		PDS000000290.1
PDT000006601.1	1	2	PDS000000534.1
PDT000006164.1	0	1	PDS000000534.1
PDT000005456.1	1	19	PDS000000062.2
PDT000006181.2	0	1	PDS000000534.1
PDT000006624.1	7		PDS000000292.1
PDT000006855.1	19		PDS000000292.1
PDT000005327.1	24		PDS000000292.1
PDT000006345.1			
PDT000006202.1	10		PDS000000292.1
PDT000006112.1	29		PDS000000284.1
PDT000005647.1	3		PDS000000567.1
PDT000006013.2	0		PDS000000233.1
PDT000005897.2	0		PDS000000233.1
PDT000006770.1			
PDT000005603.1	16		PDS000000231.1
PDT000006793.1	5		PDS000000292.1
PDT000006722.1	12		PDS000000230.1
PDT000006572.1	11		PDS000000292.1
PDT000006618.2	12		PDS000000292.1
PDT000005446.1	22		PDS000000292.1
PDT000006507.1			
PDT000006846.1	23		PDS000000567.1
PDT000005670.1	12		PDS000000292.1
PDT000005425.1	20		PDS000000285.1
PDT000005534.1	11		PDS000000292.1
PDT000006353.1	17		PDS000000292.1
PDT000006196.1	17		PDS000000054.2
PDT000006320.1	4	13	PDS000000076.2
PDT000006894.1	9	18	PDS000000076.2
PDT000006001.1	39		PDS000000229.1
PDT000006631.1	9	25	PDS000000073.2
PDT000005802.1	27		PDS000000227.1
PDT000005526.2	25		PDS000000292.1
PDT000006243.1	12		PDS000000228.1
PDT000006822.1			
PDT000006388.1	5		PDS000000292.1
PDT000005493.2			
PDT000006108.1	14	23	PDS000000076.2
PDT000005903.1	20		PDS000000567.1
PDT000006170.1			
PDT000005540.1	13		PDS000000292.1
PDT000005375.1			
PDT000006544.1			
PDT000005490.2	3		PDS000000567.1
PDT000006407.1			
PDT000006363.1	17		PDS000000227.1
PDT000005513.1	14		PDS000000292.1
PDT000005506.1			
PDT000006062.1	28		PDS000000227.1
PDT000005508.1			
PDT000006475.2			
PDT000006745.1	36		PDS000000285.1
PDT000006391.2	20		PDS000000227.1
PDT000006636.1	5	14	PDS000000076.2
PDT000006775.1	7	12	PDS000000073.2
PDT000006359.1			
PDT000006790.1			
PDT000006350.1	4		PDS000000292.1
PDT000005601.1	0		PDS000000227.1
PDT000006271.1	0		PDS000000227.1
PDT000006095.1	12		PDS000000292.1
PDT000006832.1			
PDT000006317.1	16	25	PDS000000076.2
PDT000006529.1			
PDT000005836.1	12		PDS000000292.1
PDT000006875.1	22		PDS000000292.1
PDT000005471.1	28		PDS000000226.1
PDT000006014.1	16		PDS000000292.1
PDT000005421.1	26		PDS000000231.1
PDT000005831.1	12		PDS000000227.1
PDT000006061.2	13		PDS000000227.1
PDT000006857.1	4		PDS000000292.1
PDT000006874.1	33		PDS000000226.1
PDT000006155.1			
PDT000006107.1	30		PDS000000292.1
PDT000006853.1	7	16	PDS000000076.2
PDT000005806.1	3	7	PDS000000110.2
PDT000005329.1			
PDT000005573.1	2	21	PDS000000062.2
PDT000006200.1	1	2	PDS000000534.1
PDT000006707.1	0	1	PDS000000534.1
PDT000005412.1	3		PDS000000241.1
PDT000005961.1	9	9	PDS000000073.2
PDT000006159.1	12	22	PDS000000203.1
PDT000005525.1	2	18	PDS000000203.1
PDT000006288.1	1	1	PDS000000121.2
PDT000006586.1	3	4	PDS000000534.1
PDT000006022.1	1	2	PDS000000534.1
PDT000006612.1	6	10	PDS000000072.2
PDT000006649.1	10	9	PDS000000073.2
PDT000005575.1			
PDT000005930.1	4	10	PDS000000116.2
PDT000006250.1	8		PDS000000568.1
PDT000006079.1	5		PDS000000225.1
PDT000006621.1	16		PDS000000292.1
PDT000005966.1			
PDT000005634.1	12		PDS000000230.1
PDT000006267.1			
PDT000005397.1			
PDT000006326.1	16		PDS000000292.1
PDT000005752.1	11		PDS000000568.1
PDT000005620.1			
PDT000006052.1	5	4	PDS000000116.2
PDT000005374.1			
PDT000006137.1	9	28	PDS000000073.2
PDT000006711.1			
PDT000006145.1			
PDT000006580.1	8		PDS000000568.1
PDT000005710.1	7	16	PDS000000076.2
PDT000005403.1	5		PDS000000225.1
PDT000006029.1			
PDT000006373.1			
PDT000006917.1		68	PDS000000224.1
PDT000006916.1			
PDT000006908.1			
PDT000006949.1	31		PDS000000223.1
PDT000006919.2	6		PDS000000220.1
PDT000006921.1	31		PDS000000223.1
PDT000006952.1	35		PDS000000222.1
PDT000006906.1	35		PDS000000222.1
PDT000006962.1	6		PDS000000220.1
PDT000006950.1			
PDT000006942.1			
PDT000006961.1			
PDT000006925.1	1		PDS000000219.1
PDT000006951.1			
PDT000006907.1	9	18	PDS000000076.2
PDT000006905.1			
PDT000006936.1			
PDT000006918.1			
PDT000006963.1			
PDT000006954.1	17		PDS000000269.1
PDT000006957.1	17		PDS000000269.1
PDT000006931.1			
PDT000006960.1	15	19	PDS000000012.2
PDT000006941.1	11	17	PDS000000012.2
PDT000006928.1	11	4	PDS000000116.2
PDT000006964.1			
PDT000006947.1	0	17	PDS000000218.1
PDT000006946.2	0	17	PDS000000218.1
PDT000006911.2	1	16	PDS000000218.1
PDT000006923.1			
PDT000006945.2	12	21	PDS000000076.2
PDT000006955.1	9	18	PDS000000076.2
PDT000006904.1	2	2	PDS000000072.2
PDT000006914.1	2	2	PDS000000072.2
PDT000006956.1	1	4	PDS000000072.2
PDT000006965.1	0	20	PDS000000066.2
PDT000006966.1		10	PDS000000176.1
PDT000006967.1		26	PDS000000178.1
PDT000006969.1		9	PDS000000169.1
PDT000006970.1	7	1	PDS000000214.1
PDT000006971.1	37	1	PDS000000354.1
PDT000006972.1		6	PDS000000217.1
PDT000006973.1		3	PDS000000247.1
PDT000007096.2	5	2	PDS000000179.1
PDT000007053.1	41	20	PDS000000183.1
PDT000007055.1	11		PDS000000216.1
PDT000007056.1	11		PDS000000216.1
PDT000007058.1	5	5	PDS000000074.2
PDT000007060.1		0	PDS000000172.1
PDT000007062.1	11	3	PDS000000560.1
PDT000007065.1	13	10	PDS000000116.2
PDT000007066.1	7	4	PDS000000074.2
PDT000007067.1			
PDT000007077.1	10	8	PDS000000179.1
PDT000007081.1			
PDT000007086.1	13	13	PDS000000074.2
PDT000007094.1	4	4	PDS000000074.2
PDT000007088.1	1	10	PDS000000576.1
PDT000007090.1	1	9	PDS000000576.1
PDT000007091.1	2	0	PDS000000074.2
PDT000007098.1		11	PDS000000215.1
PDT000007054.1	4	3	PDS000000074.2
PDT000007099.1			
PDT000007057.1	7	5	PDS000000214.1
PDT000007063.1	2	1	PDS000000074.2
PDT000007059.1	5	6	PDS000000074.2
PDT000007069.2	19	8	PDS000000560.1
PDT000007070.2			
PDT000007071.1	5	3	PDS000000179.1
PDT000007072.1			
PDT000007073.1	23	16	PDS000000576.1
PDT000007074.1	5	4	PDS000000074.2
PDT000007075.1			
PDT000007076.1	34	10	PDS000000116.2
PDT000007078.1	15	12	PDS000000116.2
PDT000007079.1	20	9	PDS000000243.1
PDT000007080.1	7	12	PDS000000074.2
PDT000007083.1	10	10	PDS000000074.2
PDT000007084.1			
PDT000007100.1	1	13	PDS000000116.2
PDT000007101.1	1	12	PDS000000116.2
PDT000007102.1	4	16	PDS000000116.2
PDT000007103.1	0	17	PDS000000116.2
PDT000007104.1	0	17	PDS000000116.2
PDT000007105.1	1	18	PDS000000116.2
PDT000007106.1	1	19	PDS000000116.2
PDT000007107.2	1	18	PDS000000116.2
PDT000007108.1			
PDT000007109.1			
PDT000007110.1			
PDT000007111.1	3		PDS000000213.1
PDT000007112.1			
PDT000007113.1	2		PDS000000213.1
PDT000007114.1	3		PDS000000213.1
PDT000007115.2	0		PDS000000213.1
PDT000007116.1	2		PDS000000213.1
PDT000007117.1	2		PDS000000213.1
PDT000007118.1	3		PDS000000213.1
PDT000007119.1	4		PDS000000213.1
PDT000007120.1	4		PDS000000213.1
PDT000007121.1	4	22	PDS000000037.2
PDT000007122.1	1	3	PDS000000116.2
PDT000007123.1	4		PDS000000213.1
PDT000007124.1	0		PDS000000213.1
PDT000007125.1	27	26	PDS000000037.2
PDT000007126.1	7	19	PDS000000436.1
PDT000007127.1			
PDT000007128.1	3		PDS000000213.1
PDT000007129.1			
PDT000007130.1	0	3	PDS000000116.2
PDT000007131.1	0	3	PDS000000116.2
PDT000007132.1	0		PDS000000213.1
PDT000007133.1	2		PDS000000213.1
PDT000007134.1	1	4	PDS000000116.2
PDT000007135.1			
PDT000007136.1	8	7	PDS000000116.2
PDT000007137.1	0	20	PDS000000037.2
PDT000007138.1	2	5	PDS000000116.2
PDT000007139.1	1	4	PDS000000116.2
PDT000007140.2	0	20	PDS000000037.2
PDT000007141.2	5	8	PDS000000116.2
PDT000007142.1	15		PDS000000212.1
PDT000007143.1	14		PDS000000211.1
PDT000007144.1	15		PDS000000212.1
PDT000007146.1	0		PDS000000213.1
PDT000007147.1	31		PDS000000208.1
PDT000007148.1	0		PDS000000213.1
PDT000007149.1	43		PDS000000209.1
PDT000007150.1	2	7	PDS000000116.2
PDT000007151.1	14		PDS000000211.1
PDT000007153.1			
PDT000007154.1	4	19	PDS000000436.1
PDT000007155.1			
PDT000007156.1			
PDT000007157.1	0	4	PDS000000110.2
PDT000007158.1	0	19	PDS000000436.1
PDT000007159.1	0	19	PDS000000436.1
PDT000007160.1			
PDT000007161.2	4	19	PDS000000436.1
PDT000007162.1	31		PDS000000208.1
PDT000007163.2			
PDT000007164.1	13		PDS000000206.1
PDT000007165.1	16		PDS000000435.1
PDT000007166.1			
PDT000007167.1	16		PDS000000207.1
PDT000007168.1			
PDT000007169.1	3		PDS000000206.1
PDT000007170.1	3		PDS000000206.1
PDT000007171.1	4	14	PDS000000436.1
PDT000007172.1			
PDT000007173.1	2		PDS000000205.1
PDT000007175.1	20	20	PDS000000194.1
PDT000007176.1	2		PDS000000205.1
PDT000007177.1	0	17	PDS000000436.1
PDT000007178.1	0	17	PDS000000436.1
PDT000007179.1			
PDT000007180.1	6	23	PDS000000436.1
PDT000007181.1	6	2	PDS000000110.2
PDT000007182.1	17		PDS000000205.1
PDT000007183.1	3	4	PDS000000110.2
PDT000007184.1	2	6	PDS000000110.2
PDT000007185.1	1	6	PDS000000116.2
PDT000007186.2	10	25	PDS000000436.1
PDT000007187.1	0	3	PDS000000116.2
PDT000007188.1	2	16	PDS000000436.1
PDT000007189.1	5	20	PDS000000436.1
PDT000007190.1	2	6	PDS000000110.2
PDT000007191.1	2	6	PDS000000110.2
PDT000007192.1	0	7	PDS000000116.2
PDT000007193.1	34		PDS000000204.1
PDT000007194.1			
PDT000007195.1	0	3	PDS000000116.2
PDT000007196.1	0	3	PDS000000116.2
PDT000007197.1	0	3	PDS000000116.2
PDT000007198.1	1	7	PDS000000116.2
PDT000007199.1			
PDT000007200.1	16	28	PDS000000436.1
PDT000007201.1	0	7	PDS000000116.2
PDT000007202.1	1	4	PDS000000116.2
PDT000007203.1	0	7	PDS000000116.2
PDT000007204.1	16	15	PDS000000203.1
PDT000007205.1	10	24	PDS000000436.1
PDT000007206.1			
PDT000007207.1	0	7	PDS000000116.2
PDT000007208.1	0	7	PDS000000116.2
PDT000007209.1	0	7	PDS000000116.2
PDT000007210.1	14	27	PDS000000436.1
PDT000007211.1	20	25	PDS000000203.1
PDT000007212.1	0	7	PDS000000116.2
PDT000007213.2			
PDT000007214.1			
PDT000007215.1	11	8	PDS000000116.2
PDT000007216.1	3	20	PDS000000436.1
PDT000007217.1			
PDT000007218.1			
PDT000007219.1	0	4	PDS000000116.2
PDT000007220.1	0	7	PDS000000116.2
PDT000007221.1	1	5	PDS000000116.2
PDT000007222.1	0	4	PDS000000116.2
PDT000007223.1			
PDT000007224.1	0	7	PDS000000116.2
PDT000007225.1	2	6	PDS000000116.2
PDT000007226.1	34		PDS000000204.1
PDT000007227.1	22	27	PDS000000189.1
PDT000007228.1			
PDT000007229.1			
PDT000007230.1	0	8	PDS000000116.2
PDT000007231.1	1	8	PDS000000116.2
PDT000007232.1	1	8	PDS000000116.2
PDT000007233.1	0	8	PDS000000116.2
PDT000007234.1	1	8	PDS000000116.2
PDT000007235.1	0	7	PDS000000116.2
PDT000007236.1	3	5	PDS000000116.2
PDT000007237.1	16		PDS000000207.1
PDT000007238.1	1	9	PDS000000116.2
PDT000007239.1	1		PDS000000201.1
PDT000007240.1	0	13	PDS000000116.2
PDT000007241.1	26	35	PDS000000076.2
PDT000007242.1	5	14	PDS000000116.2
PDT000007243.1	2	7	PDS000000116.2
PDT000007244.1	6	20	PDS000000436.1
PDT000007245.1	2	9	PDS000000116.2
PDT000007246.1	1		PDS000000202.1
PDT000007247.1			
PDT000007248.1	1		PDS000000202.1
PDT000007249.1	1	21	PDS000000436.1
PDT000007250.1	0	16	PDS000000110.2
PDT000007251.1	3	8	PDS000000116.2
PDT000007252.1	1		PDS000000201.1
PDT000007253.1			
PDT000007254.1	2	6	PDS000000116.2
PDT000007255.1			
PDT000007256.2	5	13	PDS000000116.2
PDT000007257.1			
PDT000007258.1	1	22	PDS000000436.1
PDT000007259.1	3	10	PDS000000116.2
PDT000007260.1	0	4	PDS000000110.2
PDT000007261.1	0	0	PDS000000436.1
PDT000007262.1	2	7	PDS000000116.2
PDT000007263.1	2	2	PDS000000436.1
PDT000007264.1			
PDT000007265.1	21	18	PDS000000116.2
PDT000007266.2			
PDT000007267.1	26	38	PDS000000436.1
PDT000007268.1	12	32	PDS000000436.1
PDT000007269.1	20	36	PDS000000436.1
PDT000007270.1	0	7	PDS000000110.2
PDT000007271.1	0	13	PDS000000116.2
PDT000007272.1			
PDT000007273.2	0	7	PDS000000110.2
PDT000007274.1	26	40	PDS000000436.1
PDT000007275.1	4		PDS000000200.1
PDT000007276.1	16	13	PDS000000073.2
PDT000007277.1			
PDT000007278.1			
PDT000007279.1	1		PDS000000200.1
PDT000007280.1	0	7	PDS000000110.2
PDT000007281.1	1		PDS000000200.1
PDT000007282.1	12	12	PDS000000436.1
PDT000007283.1			
PDT000007284.1	0	20	PDS000000436.1
PDT000007285.1	3	3	PDS000000116.2
PDT000007286.2	0	20	PDS000000436.1
PDT000007287.1	0	25	PDS000000523.1
PDT000007288.1	15	20	PDS000000198.1
PDT000007289.1			
PDT000007290.1	12	35	PDS000000523.1
PDT000007291.1	0	25	PDS000000523.1
PDT000007292.1	10	22	PDS000000436.1
PDT000007293.1	15	38	PDS000000523.1
PDT000007294.1	0	25	PDS000000523.1
PDT000007295.1			
PDT000007296.1	15	19	PDS000000198.1
PDT000007297.1	26		PDS000000192.1
PDT000007298.1	11	31	PDS000000436.1
PDT000007300.1			
PDT000007301.1			
PDT000007302.1	2	4	PDS000000534.1
PDT000007303.1	0	1	PDS000000110.2
PDT000007304.1	3	3	PDS000000110.2
PDT000007305.2	26	38	PDS000000197.1
PDT000007306.1	0	1	PDS000000110.2
PDT000007307.1	0	1	PDS000000110.2
PDT000007308.1	5	6	PDS000000534.1
PDT000007309.1	0	0	PDS000000116.2
PDT000007310.1	0	0	PDS000000116.2
PDT000007311.2	0	0	PDS000000116.2
PDT000007312.1	0	0	PDS000000116.2
PDT000007313.1	0	0	PDS000000116.2
PDT000007314.1	1	25	PDS000000196.1
PDT000007315.1	6	4	PDS000000110.2
PDT000007316.1	0	0	PDS000000116.2
PDT000007317.1	6	7	PDS000000534.1
PDT000007318.1	32	44	PDS000000197.1
PDT000007319.1	0	1	PDS000000110.2
PDT000007320.1	1	6	PDS000000534.1
PDT000007321.1	2	2	PDS000000193.1
PDT000007322.1	11	31	PDS000000195.1
PDT000007323.1	0	7	PDS000000534.1
PDT000007324.2	0	0	PDS000000116.2
PDT000007325.1	22	21	PDS000000523.1
PDT000007326.1	0	0	PDS000000110.2
PDT000007327.1	0	2	PDS000000534.1
PDT000007328.1	1	3	PDS000000534.1
PDT000007329.1			
PDT000007330.1	2	1	PDS000000190.1
PDT000007331.1	1	2	PDS000000534.1
PDT000007332.2	5	5	PDS000000534.1
PDT000007333.1	0	2	PDS000000534.1
PDT000007334.1	1	24	PDS000000196.1
PDT000007335.1	5	5	PDS000000534.1
PDT000007336.1	8	10	PDS000000193.1
PDT000007337.1	0	7	PDS000000534.1
PDT000007338.1	1	8	PDS000000534.1
PDT000007339.2	0	0	PDS000000110.2
PDT000007340.1	11	14	PDS000000534.1
PDT000007341.1	4	29	PDS000000196.1
PDT000007342.1	5	7	PDS000000110.2
PDT000007343.1	1	3	PDS000000534.1
PDT000007344.1			
PDT000007345.1	0	0	PDS000000193.1
PDT000007346.1	0	0	PDS000000193.1
PDT000007347.1	0	0	PDS000000193.1
PDT000007348.1	0	0	PDS000000534.1
PDT000007349.1	0	0	PDS000000193.1
PDT000007350.1	0	0	PDS000000534.1
PDT000007351.1	0	1	PDS000000534.1
PDT000007352.1	5	6	PDS000000534.1
PDT000007354.1	0	0	PDS000000534.1
PDT000007355.2	0	0	PDS000000116.2
PDT000007356.1	0	0	PDS000000193.1
PDT000007357.1	0	0	PDS000000193.1
PDT000007358.1	8	9	PDS000000534.1
PDT000007359.1			
PDT000007360.1	1	8	PDS000000534.1
PDT000007361.2	20	0	PDS000000194.1
PDT000007362.1	17	13	PDS000000560.1
PDT000007363.1	4	4	PDS000000116.2
PDT000007364.1	2	3	PDS000000189.1
PDT000007365.1	0	0	PDS000000193.1
PDT000007366.1	0	0	PDS000000193.1
PDT000007367.1	0	0	PDS000000534.1
PDT000007368.1	1	0	PDS000000534.1
PDT000007369.1	0	0	PDS000000193.1
PDT000007370.1	1	1	PDS000000193.1
PDT000007371.1	7	0	PDS000000190.1
PDT000007372.1	1	0	PDS000000190.1
PDT000007373.1	0	1	PDS000000193.1
PDT000007374.1	5	6	PDS000000534.1
PDT000007375.1	0	0	PDS000000193.1
PDT000007376.1	1	2	PDS000000534.1
PDT000007377.1	0	0	PDS000000193.1
PDT000007378.1	0	1	PDS000000534.1
PDT000007379.1	43		PDS000000209.1
PDT000007380.1	6	8	PDS000000110.2
PDT000007381.1	0	1	PDS000000534.1
PDT000007382.1	0	1	PDS000000193.1
PDT000007383.1	6	4	PDS000000534.1
PDT000007384.1	18	18	PDS000000193.1
PDT000007385.1	0	1	PDS000000534.1
PDT000007386.1	0	2	PDS000000534.1
PDT000007387.1	2	2	PDS000000193.1
PDT000007388.1	1	9	PDS000000534.1
PDT000007389.1	1	0	PDS000000534.1
PDT000007390.1	1	1	PDS000000193.1
PDT000007391.1	4	4	PDS000000534.1
PDT000007392.2	1	3	PDS000000534.1
PDT000007393.1	1	2	PDS000000534.1
PDT000007394.1	1	1	PDS000000189.1
PDT000007395.1	1		PDS000000515.1
PDT000007396.1	2	7	PDS000000116.2
PDT000007397.1	0	1	PDS000000534.1
PDT000007398.1	3	4	PDS000000534.1
PDT000007399.1	7	2	PDS000000189.1
PDT000007400.1	1		PDS000000515.1
PDT000007401.1	3	3	PDS000000534.1
PDT000007402.2	0	2	PDS000000534.1
PDT000007403.1	1	0	PDS000000190.1
PDT000007404.1	4	4	PDS000000534.1
PDT000007405.1	0	1	PDS000000534.1
PDT000007406.1	5	8	PDS000000189.1
PDT000007407.1	0	1	PDS000000534.1
PDT000007408.1	0	0	PDS000000534.1
PDT000007409.1	1	2	PDS000000534.1
PDT000007410.1	6	6	PDS000000534.1
PDT000007411.1	26		PDS000000192.1
PDT000007412.1	0	0	PDS000000534.1
PDT000007413.2	0	9	PDS000000534.1
PDT000007414.1	0	3	PDS000000534.1
PDT000007415.1	0	0	PDS000000534.1
PDT000007416.1	0	0	PDS000000534.1
PDT000007417.1	1	1	PDS000000190.1
PDT000007418.1			
PDT000007419.1	8	0	PDS000000534.1
PDT000007420.1	2	2	PDS000000534.1
PDT000007421.1	0	0	PDS000000534.1
PDT000007422.1	2	2	PDS000000534.1
PDT000007423.2	0	0	PDS000000534.1
PDT000007424.1	0	7	PDS000000534.1
PDT000007425.1	0	0	PDS000000534.1
PDT000007426.1	0	0	PDS000000534.1
PDT000007427.1	2	0	PDS000000190.1
PDT000007428.1	0	9	PDS000000534.1
PDT000007429.2			
PDT000007430.1			
PDT000007431.1	0	0	PDS000000534.1
PDT000007432.1	5	9	PDS000000116.2
PDT000007433.1	1	3	PDS000000534.1
PDT000007434.1	0	0	PDS000000534.1
PDT000007435.1	1	8	PDS000000534.1
PDT000007436.1	0	3	PDS000000193.1
PDT000007437.1	1	2	PDS000000189.1
PDT000007438.1	0	3	PDS000000193.1
PDT000007439.1	0	2	PDS000000534.1
PDT000007440.1	0	0	PDS000000534.1
PDT000007441.1	0	0	PDS000000534.1
PDT000007442.1	1	4	PDS000000193.1
PDT000007443.1	0	2	PDS000000534.1
PDT000007444.1	0	2	PDS000000534.1
PDT000007445.1	0	0	PDS000000534.1
PDT000007446.1	0	9	PDS000000534.1
PDT000007447.1	0	0	PDS000000193.1
PDT000007448.1	0	0	PDS000000534.1
PDT000007449.1	1	3	PDS000000534.1
PDT000007450.1	1	4	PDS000000534.1
PDT000007451.1	1	6	PDS000000534.1
PDT000007452.1	0	5	PDS000000534.1
PDT000007453.1	0	2	PDS000000534.1
PDT000007454.1	2	5	PDS000000534.1
PDT000007455.2	0	0	PDS000000193.1
PDT000007456.1	5	5	PDS000000534.1
PDT000007457.2	0	0	PDS000000193.1
PDT000007458.1	5	7	PDS000000534.1
PDT000007459.2	0	0	PDS000000193.1
PDT000007460.1	0	1	PDS000000534.1
PDT000007461.1	0	5	PDS000000534.1
PDT000007462.2	0	3	PDS000000534.1
PDT000007463.1	0	2	PDS000000534.1
PDT000007464.1	1	2	PDS000000534.1
PDT000007465.1	1	1	PDS000000534.1
PDT000007466.1	1	6	PDS000000534.1
PDT000007467.1	6	6	PDS000000534.1
PDT000007468.2	0	0	PDS000000534.1
PDT000007469.1	0	5	PDS000000534.1
PDT000007470.1	0	0	PDS000000534.1
PDT000007471.1			
PDT000007472.1	0	0	PDS000000436.1
PDT000007473.1	0	0	PDS000000534.1
PDT000007474.1	3	6	PDS000000193.1
PDT000007475.1	0	0	PDS000000190.1
PDT000007476.1	1	1	PDS000000534.1
PDT000007477.1	1	1	PDS000000534.1
PDT000007478.1	3	3	PDS000000534.1
PDT000007479.1	5	5	PDS000000534.1
PDT000007480.1	0	2	PDS000000534.1
PDT000007481.1	0	5	PDS000000534.1
PDT000007482.1	0	2	PDS000000534.1
PDT000007483.1	0	1	PDS000000534.1
PDT000007484.1	2	2	PDS000000190.1
PDT000007485.1	23	30	PDS000000523.1
PDT000007486.2	4		PDS000000191.1
PDT000007487.1	2	2	PDS000000534.1
PDT000007488.1	1	1	PDS000000534.1
PDT000007489.1	0	0	PDS000000534.1
PDT000007490.1	0	0	PDS000000534.1
PDT000007491.1	20	20	PDS000000534.1
PDT000007492.1	0	0	PDS000000534.1
PDT000007493.1	0	0	PDS000000190.1
PDT000007494.2	1	6	PDS000000534.1
PDT000007495.1	0	2	PDS000000534.1
PDT000007496.1	2	0	PDS000000534.1
PDT000007497.1	4		PDS000000191.1
PDT000007498.1	1	1	PDS000000534.1
PDT000007499.1	2	0	PDS000000534.1
PDT000007500.1	1	2	PDS000000534.1
PDT000007501.2	7	3	PDS000000190.1
PDT000007502.1	1	1	PDS000000534.1
PDT000007503.1	8	8	PDS000000534.1
PDT000007504.1	1	4	PDS000000534.1
PDT000007505.1	1	1	PDS000000534.1
PDT000007506.1	1	2	PDS000000534.1
PDT000007507.1	5	10	PDS000000534.1
PDT000007508.2	0	0	PDS000000534.1
PDT000007509.1	5	8	PDS000000534.1
PDT000007510.1	3	2	PDS000000534.1
PDT000007511.1	5	7	PDS000000534.1
PDT000007512.1	13	15	PDS000000189.1
PDT000007513.1	0	0	PDS000000193.1
PDT000007514.1	0	2	PDS000000534.1
PDT000007515.1	5	9	PDS000000193.1
PDT000007516.1	2	4	PDS000000534.1
PDT000007517.1	0	0	PDS000000534.1
PDT000007518.1	0	1	PDS000000534.1
PDT000007519.1	0	5	PDS000000534.1
PDT000007520.1	0	7	PDS000000534.1
PDT000007521.1	0	1	PDS000000534.1
PDT000007522.1	1	2	PDS000000534.1
PDT000007523.1	0	3	PDS000000193.1
PDT000007524.1	0	1	PDS000000534.1
PDT000007525.1	0	2	PDS000000534.1
PDT000007526.1	1	6	PDS000000534.1
PDT000007527.1	1	6	PDS000000534.1
PDT000007528.2	1	2	PDS000000534.1
PDT000007529.1	7	4	PDS000000193.1
PDT000007530.1	2	1	PDS000000534.1
PDT000007531.1	2	0	PDS000000534.1
PDT000007532.1	0	3	PDS000000193.1
PDT000007533.1	1	6	PDS000000534.1
PDT000007534.1	0	6	PDS000000534.1
PDT000007535.1	0	5	PDS000000534.1
PDT000007536.1	1	3	PDS000000534.1
PDT000007537.1	0	1	PDS000000534.1
PDT000007538.1	4	9	PDS000000534.1
PDT000007539.1	6	0	PDS000000534.1
PDT000007540.1	0	1	PDS000000534.1
PDT000007541.1	0	1	PDS000000534.1
PDT000007542.2	0	1	PDS000000534.1
PDT000007543.2	0	5	PDS000000534.1
PDT000007544.1	0	6	PDS000000534.1
PDT000007545.1	0	1	PDS000000534.1
PDT000007546.1	10	10	PDS000000534.1
PDT000007547.1	0	0	PDS000000534.1
PDT000007548.2	0	1	PDS000000534.1
PDT000007549.1	6	7	PDS000000534.1
PDT000007550.1	1	2	PDS000000534.1
PDT000007551.1	0	0	PDS000000534.1
PDT000007552.1	1	1	PDS000000190.1
PDT000007553.1	0	0	PDS000000534.1
PDT000007554.1	0	10	PDS000000534.1
PDT000007555.1	1	1	PDS000000534.1
PDT000007556.1	0	10	PDS000000534.1
PDT000007557.1	1	21	PDS000000436.1
PDT000007558.1	1	8	PDS000000534.1
PDT000007559.1	0	1	PDS000000534.1
PDT000007560.1	1	7	PDS000000534.1
PDT000007561.1	5	4	PDS000000534.1
PDT000007562.1	5	4	PDS000000534.1
PDT000007563.2	0	6	PDS000000534.1
PDT000007564.1	1	2	PDS000000534.1
PDT000007565.1	1	22	PDS000000436.1
PDT000007566.1	12	12	PDS000000534.1
PDT000007567.1	0	0	PDS000000190.1
PDT000007568.1	0	2	PDS000000534.1
PDT000007569.1	0	6	PDS000000534.1
