string_field_0,string_field_1,string_field_2,string_field_3
PDS000000130.2,PDT000002635.1,SAMEA3894393,
PDS000000130.2,PDT000002662.1,SAMEA3894420,
PDS000000130.2,PDT000002677.1,SAMEA3894435,
PDS000000130.2,PDT000002795.1,SAMEA3894553,
PDS000000130.2,PDT000002819.2,SAMEA3916086,
PDS000000130.2,PDT000002823.1,SAMEA3916090,
PDS000000130.2,PDT000002874.2,SAMEA3916141,
PDS000000130.2,PDT000002898.1,SAMEA3916165,
PDS000000130.2,PDT000002899.1,SAMEA3916166,
PDS000000130.2,PDT000002902.1,SAMEA3916169,
PDS000000130.2,PDT000002903.1,SAMEA3916170,
PDS000000130.2,PDT000002944.1,SAMEA3916211,
PDS000000130.2,PDT000005156.1,SAMEA104076793,
PDS000000130.2,PDT000005163.1,SAMEA104076800,
PDS000000130.2,PDT000005179.1,SAMEA104076816,
PDS000000130.2,PDT000005192.1,SAMEA104076829,
PDS000000130.2,PDT000005215.1,SAMEA104076852,
PDS000000130.2,PDT000005310.1,SAMEA104076773,
PDS000000130.2,PDT000005314.1,SAMEA104076777,
PDS000000130.2,PDT000005319.1,SAMEA104076782,
PDS000000130.2,PDT000009875.1,SAMEA2155069,
PDS000000130.2,PDT000009943.1,SAMEA2149591,
PDS000000130.2,PDT000010835.1,SAMEA3108530,
PDS000000130.2,PDT000010881.1,SAMEA3108587,
PDS000000130.2,PDT000010900.1,SAMEA3108606,
PDS000000130.2,PDT000011190.1,SAMEA3304360,
PDS000000130.2,PDT000011202.1,SAMEA3304374,
PDS000000130.2,PDT000011239.2,SAMEA3304416,
PDS000000130.2,PDT000011288.1,SAMEA3304462,
PDS000000130.2,PDT000011353.1,SAMEA3304201,
PDS000000130.2,PDT000011357.1,SAMEA3304205,
PDS000000130.2,PDT000011363.1,SAMEA3304211,
PDS000000130.2,PDT000011382.1,SAMEA3304230,
PDS000000130.2,PDT000011434.1,SAMEA3304307,
PDS000000130.2,PDT000011439.1,SAMEA3304264,
PDS000000130.2,PDT000011447.1,SAMEA3304281,
PDS000000130.2,PDT000011453.1,SAMEA3304293,
PDS000000130.2,PDT000011454.1,SAMEA3304294,
PDS000000130.2,PDT000011457.1,SAMEA3304299,
PDS000000130.2,PDT000011459.1,SAMEA3304304,
PDS000000130.2,PDT000011468.1,SAMEA3304316,
PDS000000130.2,PDT000011470.1,SAMEA3304318,
PDS000000130.2,PDT000011472.1,SAMEA3304320,
PDS000000130.2,PDT000011481.1,SAMEA3304329,
PDS000000012.2,PDT000001330.1,SAMEA3916528,
PDS000000012.2,PDT000001331.1,SAMEA3916529,
PDS000000012.2,PDT000001332.1,SAMEA3916530,
PDS000000012.2,PDT000001333.1,SAMEA3916531,
PDS000000012.2,PDT000001334.1,SAMEA3916532,
PDS000000012.2,PDT000002051.2,SAMEA3893706,
PDS000000012.2,PDT000002440.1,SAMEA3894105,
PDS000000012.2,PDT000003518.1,SAMEA2036461,
PDS000000012.2,PDT000003520.1,SAMEA2035774,
PDS000000012.2,PDT000003521.1,SAMEA2035803,
PDS000000012.2,PDT000003522.1,SAMEA2036460,
PDS000000012.2,PDT000003523.1,SAMEA2035775,
PDS000000012.2,PDT000003524.1,SAMEA2035802,
PDS000000012.2,PDT000005423.1,SAMEA4884804,
PDS000000012.2,PDT000005772.1,SAMEA4885056,
PDS000000012.2,PDT000005796.1,SAMEA4884937,
PDS000000012.2,PDT000005866.1,SAMEA4885022,
PDS000000012.2,PDT000005892.2,SAMEA4885023,
PDS000000012.2,PDT000005905.1,SAMEA4884792,
PDS000000012.2,PDT000006046.1,SAMEA4884811,
PDS000000012.2,PDT000006066.1,SAMEA4884812,
PDS000000012.2,PDT000006236.1,SAMEA4884806,
PDS000000012.2,PDT000006273.2,SAMEA4884837,
PDS000000012.2,PDT000006332.1,SAMEA4884802,
PDS000000012.2,PDT000006347.1,SAMEA4884803,
PDS000000012.2,PDT000006378.2,SAMEA4885052,
PDS000000012.2,PDT000006404.1,SAMEA4884796,
PDS000000012.2,PDT000006444.1,SAMEA4884808,
PDS000000012.2,PDT000006510.1,SAMEA4885057,
PDS000000012.2,PDT000006523.1,SAMEA4884805,
PDS000000012.2,PDT000006640.1,SAMEA4885028,
PDS000000012.2,PDT000006669.1,SAMEA4884932,
PDS000000012.2,PDT000006748.1,SAMEA4884820,
PDS000000012.2,PDT000006941.1,SAMEA4886023,
PDS000000012.2,PDT000006960.1,SAMEA4886022,
PDS000000012.2,PDT000009160.1,SAMEA2145171,
PDS000000012.2,PDT000009166.1,SAMEA2149818,
PDS000000012.2,PDT000009168.1,SAMEA2152402,
PDS000000012.2,PDT000009174.1,SAMEA1972019,
PDS000000012.2,PDT000009175.1,SAMEA2145627,
PDS000000012.2,PDT000009190.1,SAMEA2156352,
PDS000000012.2,PDT000009197.1,SAMEA2163502,
PDS000000012.2,PDT000009214.1,SAMEA2146717,
PDS000000012.2,PDT000009220.1,SAMEA2144077,
PDS000000012.2,PDT000009320.1,SAMEA2158170,
PDS000000012.2,PDT000009328.1,SAMEA2152296,
PDS000000012.2,PDT000009441.1,SAMEA1969499,
PDS000000012.2,PDT000009589.1,SAMEA2158854,
PDS000000012.2,PDT000009711.1,SAMEA2151634,
PDS000000012.2,PDT000009757.1,SAMEA2160086,
PDS000000012.2,PDT000009829.1,SAMEA2143615,
PDS000000012.2,PDT000009859.1,SAMEA2161925,
PDS000000012.2,PDT000009863.1,SAMEA1966652,
PDS000000012.2,PDT000009865.1,SAMEA2153093,
PDS000000012.2,PDT000009874.1,SAMEA2150394,
PDS000000012.2,PDT000009876.1,SAMEA2160008,
PDS000000012.2,PDT000009888.1,SAMEA2152786,
PDS000000012.2,PDT000009889.1,SAMEA2148335,
PDS000000012.2,PDT000009901.1,SAMEA1970670,
PDS000000012.2,PDT000009918.1,SAMEA2146609,
PDS000000012.2,PDT000009931.1,SAMEA2158097,
PDS000000012.2,PDT000009936.1,SAMEA2147849,
PDS000000012.2,PDT000009937.1,SAMEA2148541,
PDS000000012.2,PDT000009954.1,SAMEA2145577,
PDS000000012.2,PDT000009957.1,SAMEA2159377,
PDS000000012.2,PDT000009959.1,SAMEA2163560,
PDS000000012.2,PDT000009961.1,SAMEA2155606,
PDS000000012.2,PDT000009972.1,SAMEA2146875,
PDS000000012.2,PDT000009979.1,SAMEA2151283,
PDS000000012.2,PDT000009999.1,SAMEA2160024,
PDS000000012.2,PDT000010017.1,SAMEA2161078,
PDS000000012.2,PDT000010023.1,SAMEA2158570,
PDS000000012.2,PDT000010025.1,SAMEA2149834,
PDS000000012.2,PDT000010026.1,SAMEA2163279,
PDS000000012.2,PDT000010032.1,SAMEA2160385,
PDS000000012.2,PDT000010033.1,SAMEA2148847,
PDS000000012.2,PDT000010038.1,SAMEA2148197,
PDS000000012.2,PDT000010039.1,SAMEA2153982,
PDS000000012.2,PDT000010046.1,SAMEA2144349,
PDS000000012.2,PDT000010051.1,SAMEA2149006,
PDS000000012.2,PDT000010055.1,SAMEA2150829,
PDS000000012.2,PDT000010059.1,SAMEA2142928,
PDS000000012.2,PDT000010064.1,SAMEA2148611,
PDS000000012.2,PDT000010067.1,SAMEA2159115,
PDS000000012.2,PDT000010068.1,SAMEA2149996,
PDS000000012.2,PDT000010074.1,SAMEA2154866,
PDS000000012.2,PDT000010075.1,SAMEA2163309,
PDS000000012.2,PDT000010087.1,SAMEA2143918,
PDS000000012.2,PDT000010094.1,SAMEA2158934,
PDS000000012.2,PDT000010096.1,SAMEA2148344,
PDS000000012.2,PDT000010097.1,SAMEA2161093,
PDS000000012.2,PDT000010098.1,SAMEA2150226,
PDS000000012.2,PDT000010099.1,SAMEA2159567,
PDS000000012.2,PDT000010103.1,SAMEA2143854,
PDS000000012.2,PDT000010111.1,SAMEA1966844,
PDS000000012.2,PDT000010113.1,SAMEA2154844,
PDS000000012.2,PDT000010172.1,SAMEA2155631,
PDS000000012.2,PDT000010174.1,SAMEA2146155,
PDS000000012.2,PDT000010179.1,SAMEA2155912,
PDS000000012.2,PDT000010197.1,SAMEA2148410,
PDS000000012.2,PDT000010206.1,SAMEA2154080,
PDS000000012.2,PDT000010216.1,SAMEA2160341,
PDS000000012.2,PDT000010226.1,SAMEA2153425,
PDS000000012.2,PDT000010229.1,SAMEA2148394,
PDS000000012.2,PDT000010232.1,SAMEA2159390,
PDS000000012.2,PDT000010240.1,SAMEA2157820,
PDS000000012.2,PDT000010243.1,SAMEA2149306,
PDS000000012.2,PDT000010257.1,SAMEA2162533,
PDS000000012.2,PDT000010272.1,SAMEA2153284,
PDS000000012.2,PDT000010273.1,SAMEA2162347,
PDS000000012.2,PDT000010280.1,SAMEA2154286,
PDS000000012.2,PDT000010284.1,SAMEA2150751,
PDS000000012.2,PDT000010286.1,SAMEA2156100,
PDS000000012.2,PDT000010290.1,SAMEA2147316,
PDS000000012.2,PDT000010858.1,SAMEA3108564,
PDS000000012.2,PDT000010861.1,SAMEA3108567,
PDS000000012.2,PDT000010886.1,SAMEA3108592,
PDS000000012.2,PDT000011293.1,SAMEA3304472,
PDS000000012.2,PDT000011306.1,SAMEA3304485,
PDS000000074.2,PDT000000983.1,SAMEA4052458,
PDS000000074.2,PDT000007054.1,SAMEA5128245,
PDS000000074.2,PDT000007058.1,SAMEA5128224,
PDS000000074.2,PDT000007059.1,SAMEA5128251,
PDS000000074.2,PDT000007063.1,SAMEA5128249,
PDS000000074.2,PDT000007066.1,SAMEA5128229,
PDS000000074.2,PDT000007074.1,SAMEA5128257,
PDS000000074.2,PDT000007080.1,SAMEA5128262,
PDS000000074.2,PDT000007083.1,SAMEA5128264,
PDS000000074.2,PDT000007086.1,SAMEA5128233,
PDS000000074.2,PDT000007091.1,SAMEA5128241,
PDS000000074.2,PDT000007094.1,SAMEA5128234,
PDS000000074.2,PDT000008001.1,SAMEA5368729,
PDS000000074.2,PDT000008572.1,SAMEA5368333,
PDS000000074.2,PDT000008590.1,SAMEA5367939,
PDS000000074.2,PDT000008608.1,SAMEA5368318,
PDS000000074.2,PDT000008661.1,SAMEA5368580,
PDS000000074.2,PDT000008736.2,SAMEA5368518,
PDS000000074.2,PDT000008737.1,SAMEA5368579,
PDS000000074.2,PDT000008738.1,SAMEA5368403,
PDS000000074.2,PDT000008739.1,SAMEA5368594,
PDS000000074.2,PDT000008740.1,SAMEA5368549,
PDS000000074.2,PDT000008741.1,SAMEA5368508,
PDS000000074.2,PDT000008742.1,SAMEA5368606,
PDS000000074.2,PDT000008743.1,SAMEA5368356,
PDS000000074.2,PDT000008744.1,SAMEA5368437,
PDS000000074.2,PDT000008745.1,SAMEA5368556,
PDS000000074.2,PDT000008746.1,SAMEA5368404,
PDS000000074.2,PDT000008747.1,SAMEA5368346,
PDS000000074.2,PDT000008748.1,SAMEA5368612,
PDS000000074.2,PDT000008749.1,SAMEA5368596,
PDS000000074.2,PDT000008750.1,SAMEA5368534,
PDS000000074.2,PDT000008751.1,SAMEA5368524,
PDS000000074.2,PDT000008752.2,SAMEA5368430,
PDS000000074.2,PDT000008754.1,SAMEA5368444,
PDS000000074.2,PDT000008755.1,SAMEA5368450,
PDS000000074.2,PDT000008767.1,SAMEA5368359,
PDS000000074.2,PDT000008804.1,SAMEA5368380,
PDS000000074.2,PDT000008805.1,SAMEA5368344,
PDS000000074.2,PDT000008806.1,SAMEA5368357,
PDS000000074.2,PDT000008807.1,SAMEA5368361,
PDS000000074.2,PDT000008808.1,SAMEA5368375,
PDS000000074.2,PDT000008809.1,SAMEA5368342,
PDS000000074.2,PDT000008810.1,SAMEA5368377,
PDS000000074.2,PDT000008811.1,SAMEA5368378,
PDS000000074.2,PDT000008812.1,SAMEA5368336,
PDS000000074.2,PDT000008813.1,SAMEA5368464,
PDS000000074.2,PDT000008824.1,SAMEA5368562,
PDS000000074.2,PDT000008825.1,SAMEA5368590,
PDS000000074.2,PDT000008826.1,SAMEA5368552,
PDS000000074.2,PDT000008827.1,SAMEA5368427,
PDS000000074.2,PDT000008828.2,SAMEA5368599,
PDS000000074.2,PDT000008829.1,SAMEA5368559,
PDS000000074.2,PDT000008838.1,SAMEA5367888,
PDS000000074.2,PDT000008853.1,SAMEA5367935,
PDS000000074.2,PDT000008887.1,SAMEA5367882,
PDS000000074.2,PDT000008888.1,SAMEA5368616,
PDS000000074.2,PDT000008890.1,SAMEA5367826,
PDS000000074.2,PDT000008891.1,SAMEA5367837,
PDS000000074.2,PDT000008892.1,SAMEA5367913,
PDS000000074.2,PDT000008893.1,SAMEA5368623,
PDS000000074.2,PDT000008894.1,SAMEA5367818,
PDS000000074.2,PDT000008895.1,SAMEA5367851,
PDS000000074.2,PDT000008896.1,SAMEA5367850,
PDS000000074.2,PDT000008897.1,SAMEA5367845,
PDS000000074.2,PDT000008898.1,SAMEA5368635,
PDS000000074.2,PDT000008899.1,SAMEA5367824,
PDS000000074.2,PDT000008900.1,SAMEA5367780,
PDS000000074.2,PDT000008901.1,SAMEA5367831,
PDS000000074.2,PDT000008902.1,SAMEA5367889,
PDS000000074.2,PDT000008903.1,SAMEA5367787,
PDS000000074.2,PDT000008904.1,SAMEA5367785,
PDS000000074.2,PDT000008905.1,SAMEA5367884,
PDS000000074.2,PDT000008907.1,SAMEA5367868,
PDS000000074.2,PDT000008908.1,SAMEA5367887,
PDS000000074.2,PDT000008909.1,SAMEA5367905,
PDS000000074.2,PDT000008910.1,SAMEA5367899,
PDS000000074.2,PDT000008911.1,SAMEA5367830,
PDS000000074.2,PDT000008912.1,SAMEA5367901,
PDS000000074.2,PDT000008913.1,SAMEA5367878,
PDS000000074.2,PDT000008914.1,SAMEA5367820,
PDS000000074.2,PDT000008915.2,SAMEA5367786,
PDS000000074.2,PDT000008944.1,SAMEA5367840,
PDS000000074.2,PDT000008945.1,SAMEA5367914,
PDS000000074.2,PDT000008948.1,SAMEA5367843,
PDS000000074.2,PDT000008949.1,SAMEA5367898,
PDS000000074.2,PDT000008955.1,SAMEA5368618,
PDS000000074.2,PDT000008956.1,SAMEA5368628,
PDS000000074.2,PDT000008957.1,SAMEA5367822,
PDS000000074.2,PDT000008958.1,SAMEA5367823,
PDS000000074.2,PDT000008959.1,SAMEA5367902,
PDS000000074.2,PDT000008960.1,SAMEA5367912,
PDS000000074.2,PDT000008973.1,SAMEA5367987,
PDS000000074.2,PDT000008974.2,SAMEA5367944,
PDS000000074.2,PDT000008975.1,SAMEA5367955,
PDS000000074.2,PDT000008976.1,SAMEA5367978,
PDS000000074.2,PDT000008977.1,SAMEA5367984,
PDS000000074.2,PDT000008983.1,SAMEA5367949,
PDS000000074.2,PDT000008984.1,SAMEA5367963,
PDS000000074.2,PDT000008985.2,SAMEA5367974,
PDS000000074.2,PDT000008986.1,SAMEA5367950,
PDS000000074.2,PDT000008987.1,SAMEA5367982,
PDS000000074.2,PDT000008994.1,SAMEA5367967,
PDS000000074.2,PDT000008995.1,SAMEA5367985,
PDS000000074.2,PDT000008996.1,SAMEA5367968,
PDS000000074.2,PDT000008997.1,SAMEA5367952,
PDS000000074.2,PDT000009002.1,SAMEA5367945,
PDS000000074.2,PDT000009007.2,SAMEA5367999,
PDS000000074.2,PDT000009013.1,SAMEA5367997,
PDS000000074.2,PDT000009014.1,SAMEA5367995,
PDS000000074.2,PDT000009015.2,SAMEA5367998,
PDS000000405.1,PDT000010323.1,SAMEA2637435,
PDS000000405.1,PDT000010324.1,SAMEA2637463,
PDS000000405.1,PDT000010325.1,SAMEA2637483,
PDS000000405.1,PDT000010326.1,SAMEA2637509,
PDS000000405.1,PDT000010328.1,SAMEA2637592,
PDS000000405.1,PDT000010329.1,SAMEA2637615,
PDS000000405.1,PDT000010330.1,SAMEA2637638,
PDS000000405.1,PDT000010331.1,SAMEA2637657,
PDS000000405.1,PDT000010332.1,SAMEA2637685,
PDS000000405.1,PDT000010333.1,SAMEA2637711,
PDS000000405.1,PDT000010335.1,SAMEA2637794,
PDS000000405.1,PDT000010336.1,SAMEA2637825,
PDS000000405.1,PDT000010337.1,SAMEA2637855,
PDS000000405.1,PDT000010338.1,SAMEA2637891,
PDS000000405.1,PDT000010339.1,SAMEA2637914,
PDS000000405.1,PDT000010340.1,SAMEA2637936,
PDS000000405.1,PDT000010342.1,SAMEA2638016,
PDS000000405.1,PDT000010343.1,SAMEA2638033,
PDS000000405.1,PDT000010344.1,SAMEA2638058,
PDS000000405.1,PDT000010345.1,SAMEA2638079,
PDS000000405.1,PDT000010346.1,SAMEA2638106,
PDS000000405.1,PDT000010347.1,SAMEA2638145,
PDS000000405.1,PDT000010348.1,SAMEA2638167,
PDS000000405.1,PDT000010350.1,SAMEA2638221,
PDS000000405.1,PDT000010351.1,SAMEA2638231,
PDS000000405.1,PDT000010352.1,SAMEA2638236,
PDS000000405.1,PDT000010353.1,SAMEA2638245,
PDS000000405.1,PDT000010354.1,SAMEA2638250,
PDS000000405.1,PDT000010355.1,SAMEA2638259,
PDS000000405.1,PDT000010357.1,SAMEA2638269,
PDS000000405.1,PDT000010358.1,SAMEA2638276,
PDS000000405.1,PDT000010359.1,SAMEA2638283,
PDS000000405.1,PDT000010361.1,SAMEA2638295,
PDS000000405.1,PDT000010362.1,SAMEA2638303,
PDS000000405.1,PDT000010363.1,SAMEA2638313,
PDS000000405.1,PDT000010365.1,SAMEA2638328,
PDS000000405.1,PDT000010960.1,SAMEA3375561,
PDS000000405.1,PDT000010961.1,SAMEA3375562,
PDS000000405.1,PDT000010962.1,SAMEA3375563,
PDS000000405.1,PDT000010963.2,SAMEA3375564,
PDS000000405.1,PDT000010964.1,SAMEA3375565,
PDS000000405.1,PDT000010965.1,SAMEA3375566,
PDS000000405.1,PDT000010966.1,SAMEA3375567,
PDS000000405.1,PDT000010967.1,SAMEA3375568,
PDS000000405.1,PDT000010968.1,SAMEA3375569,
PDS000000405.1,PDT000010969.1,SAMEA3375570,
PDS000000405.1,PDT000010970.1,SAMEA3375571,
PDS000000405.1,PDT000010971.1,SAMEA3375572,
PDS000000405.1,PDT000010972.1,SAMEA3375573,
PDS000000405.1,PDT000010973.1,SAMEA3375574,
PDS000000405.1,PDT000010974.1,SAMEA3375575,
PDS000000405.1,PDT000010975.1,SAMEA3375576,
PDS000000405.1,PDT000010976.1,SAMEA3375577,
PDS000000405.1,PDT000010977.1,SAMEA3375578,
PDS000000405.1,PDT000010978.1,SAMEA3375579,
PDS000000405.1,PDT000010979.2,SAMEA3375580,
PDS000000405.1,PDT000010980.1,SAMEA3375581,
PDS000000405.1,PDT000010981.1,SAMEA3375582,
PDS000000405.1,PDT000010982.1,SAMEA3375583,
PDS000000405.1,PDT000010983.1,SAMEA3375584,
PDS000000405.1,PDT000010984.1,SAMEA3375585,
PDS000000405.1,PDT000010985.1,SAMEA3375586,
PDS000000405.1,PDT000010986.1,SAMEA3375587,
PDS000000405.1,PDT000010987.1,SAMEA3375882,
PDS000000405.1,PDT000010988.1,SAMEA3375883,
PDS000000405.1,PDT000010989.1,SAMEA3375884,
PDS000000405.1,PDT000010990.1,SAMEA3375885,
PDS000000405.1,PDT000010991.1,SAMEA3375886,
PDS000000405.1,PDT000010992.1,SAMEA3375887,
PDS000000405.1,PDT000010993.1,SAMEA3375888,
PDS000000405.1,PDT000010994.1,SAMEA3375889,
PDS000000405.1,PDT000010995.2,SAMEA3375890,
PDS000000405.1,PDT000010996.1,SAMEA3375891,
PDS000000405.1,PDT000010997.2,SAMEA3375892,
PDS000000405.1,PDT000010998.1,SAMEA3375893,
PDS000000405.1,PDT000010999.1,SAMEA3375894,
PDS000000405.1,PDT000011000.1,SAMEA3375895,
PDS000000405.1,PDT000011001.1,SAMEA3375896,
PDS000000405.1,PDT000011002.1,SAMEA3375897,
PDS000000405.1,PDT000011003.1,SAMEA3375898,
PDS000000405.1,PDT000011004.1,SAMEA3375899,
PDS000000405.1,PDT000011005.1,SAMEA3375900,
PDS000000405.1,PDT000011006.1,SAMEA3375901,
PDS000000405.1,PDT000011008.1,SAMEA3375903,
PDS000000405.1,PDT000011009.1,SAMEA3381229,
PDS000000405.1,PDT000011010.1,SAMEA3381230,
PDS000000405.1,PDT000011011.1,SAMEA3381231,
PDS000000405.1,PDT000011012.1,SAMEA3381232,
PDS000000405.1,PDT000011013.1,SAMEA3381233,
PDS000000405.1,PDT000011014.1,SAMEA3381247,
PDS000000405.1,PDT000011015.1,SAMEA3381278,
PDS000000405.1,PDT000011016.1,SAMEA3381284,
PDS000000405.1,PDT000011017.1,SAMEA3381285,
PDS000000405.1,PDT000011018.1,SAMEA3381286,
PDS000000405.1,PDT000011019.1,SAMEA3381287,
PDS000000405.1,PDT000011020.1,SAMEA3381288,
PDS000000405.1,PDT000011021.1,SAMEA3381289,
PDS000000405.1,PDT000011022.1,SAMEA3381290,
PDS000000405.1,PDT000011023.1,SAMEA3381291,
PDS000000405.1,PDT000011024.1,SAMEA3381292,
PDS000000405.1,PDT000011025.1,SAMEA3381293,
PDS000000405.1,PDT000011026.1,SAMEA3381294,
PDS000000405.1,PDT000011027.1,SAMEA3381295,
PDS000000405.1,PDT000011028.1,SAMEA3381316,
PDS000000405.1,PDT000011029.1,SAMEA3381317,
PDS000000405.1,PDT000011030.1,SAMEA3381318,
PDS000000361.1,PDT000001036.1,SAMEA3916049,
PDS000000361.1,PDT000001066.1,SAMEA3916229,
PDS000000361.1,PDT000001069.1,SAMEA3916232,
PDS000000361.1,PDT000001093.1,SAMEA3916262,
PDS000000361.1,PDT000001095.1,SAMEA3916264,
PDS000000361.1,PDT000001103.2,SAMEA3916273,
PDS000000361.1,PDT000001111.1,SAMEA3916285,
PDS000000361.1,PDT000001119.1,SAMEA3916302,
PDS000000361.1,PDT000001126.1,SAMEA3916311,
PDS000000361.1,PDT000001153.1,SAMEA3916340,
PDS000000361.1,PDT000001171.1,SAMEA3916358,
PDS000000361.1,PDT000001172.1,SAMEA3916359,
PDS000000361.1,PDT000001173.1,SAMEA3916360,
PDS000000361.1,PDT000001176.1,SAMEA3916363,
PDS000000361.1,PDT000001177.1,SAMEA3916364,
PDS000000361.1,PDT000001178.1,SAMEA3916365,
PDS000000361.1,PDT000001179.1,SAMEA3916366,
PDS000000361.1,PDT000001201.1,SAMEA3916389,
PDS000000361.1,PDT000001229.1,SAMEA3916419,
PDS000000361.1,PDT000001235.1,SAMEA3916425,
PDS000000361.1,PDT000001302.1,SAMEA3916499,
PDS000000361.1,PDT000001394.1,SAMEA3916595,
PDS000000361.1,PDT000001406.1,SAMEA3916608,
PDS000000361.1,PDT000001413.1,SAMEA3916615,
PDS000000361.1,PDT000001414.1,SAMEA3916616,
PDS000000361.1,PDT000001430.2,SAMEA3916636,
PDS000000361.1,PDT000001668.1,SAMEA3893852,
PDS000000361.1,PDT000001673.1,SAMEA3893861,
PDS000000361.1,PDT000001742.1,SAMEA3893916,
PDS000000361.1,PDT000001743.1,SAMEA3893917,
PDS000000361.1,PDT000001749.1,SAMEA3893923,
PDS000000361.1,PDT000001772.1,SAMEA3893946,
PDS000000361.1,PDT000001780.1,SAMEA3893954,
PDS000000361.1,PDT000001804.1,SAMEA3893978,
PDS000000361.1,PDT000001818.1,SAMEA3893992,
PDS000000361.1,PDT000001820.1,SAMEA3893994,
PDS000000361.1,PDT000001825.2,SAMEA3893999,
PDS000000361.1,PDT000001826.1,SAMEA3894000,
PDS000000361.1,PDT000001848.2,SAMEA3894022,
PDS000000361.1,PDT000001995.1,SAMEA3893612,
PDS000000361.1,PDT000001997.1,SAMEA3893614,
PDS000000361.1,PDT000001998.1,SAMEA3893615,
PDS000000361.1,PDT000001999.1,SAMEA3893616,
PDS000000361.1,PDT000002009.1,SAMEA3893626,
PDS000000361.1,PDT000002024.1,SAMEA3893646,
PDS000000361.1,PDT000002025.1,SAMEA3893648,
PDS000000361.1,PDT000002213.1,SAMEA3893839,
PDS000000361.1,PDT000002218.1,SAMEA3941962,
PDS000000361.1,PDT000002221.1,SAMEA3941965,
PDS000000361.1,PDT000002246.1,SAMEA3941990,
PDS000000361.1,PDT000002247.1,SAMEA3941991,
PDS000000361.1,PDT000002279.1,SAMEA3894130,
PDS000000361.1,PDT000002287.1,SAMEA3894138,
PDS000000361.1,PDT000002291.1,SAMEA3894142,
PDS000000361.1,PDT000002312.1,SAMEA3894163,
PDS000000361.1,PDT000002357.1,SAMEA3894208,
PDS000000361.1,PDT000002373.1,SAMEA3894038,
PDS000000361.1,PDT000002420.1,SAMEA3894085,
PDS000000361.1,PDT000002421.1,SAMEA3894086,
PDS000000361.1,PDT000002422.1,SAMEA3894087,
PDS000000361.1,PDT000002453.1,SAMEA3894211,
PDS000000361.1,PDT000002454.1,SAMEA3894212,
PDS000000361.1,PDT000002455.1,SAMEA3894213,
PDS000000361.1,PDT000002456.1,SAMEA3894214,
PDS000000361.1,PDT000002457.2,SAMEA3894215,
PDS000000361.1,PDT000002476.1,SAMEA3894234,
PDS000000361.1,PDT000002477.2,SAMEA3894235,
PDS000000361.1,PDT000002543.1,SAMEA3894301,
PDS000000361.1,PDT000002544.1,SAMEA3894302,
PDS000000361.1,PDT000002568.1,SAMEA3894315,
PDS000000361.1,PDT000002578.2,SAMEA3894334,
PDS000000361.1,PDT000002600.1,SAMEA3894358,
PDS000000361.1,PDT000002601.1,SAMEA3894359,
PDS000000361.1,PDT000002603.1,SAMEA3894361,
PDS000000361.1,PDT000002604.1,SAMEA3894362,
PDS000000361.1,PDT000002605.1,SAMEA3894363,
PDS000000361.1,PDT000002606.1,SAMEA3894364,
PDS000000361.1,PDT000002646.1,SAMEA3894404,
PDS000000361.1,PDT000002647.2,SAMEA3894405,
PDS000000361.1,PDT000002648.1,SAMEA3894406,
PDS000000361.1,PDT000002660.2,SAMEA3894418,
PDS000000361.1,PDT000002678.1,SAMEA3894436,
PDS000000361.1,PDT000002684.1,SAMEA3894442,
PDS000000361.1,PDT000002761.2,SAMEA3894506,
PDS000000361.1,PDT000002836.1,SAMEA3916103,
PDS000000361.1,PDT000002845.1,SAMEA3916112,
PDS000000361.1,PDT000002846.1,SAMEA3916113,
PDS000000361.1,PDT000002852.1,SAMEA3916119,
PDS000000361.1,PDT000002853.1,SAMEA3916120,
PDS000000361.1,PDT000002867.1,SAMEA3916134,
PDS000000361.1,PDT000002875.1,SAMEA3916142,
PDS000000361.1,PDT000002879.1,SAMEA3916146,
PDS000000361.1,PDT000002882.2,SAMEA3916149,
PDS000000361.1,PDT000002887.1,SAMEA3916154,
PDS000000361.1,PDT000002892.1,SAMEA3916159,
PDS000000361.1,PDT000002895.1,SAMEA3916162,
PDS000000361.1,PDT000002897.1,SAMEA3916164,
PDS000000361.1,PDT000002900.1,SAMEA3916167,
PDS000000361.1,PDT000002901.1,SAMEA3916168,
PDS000000361.1,PDT000002905.1,SAMEA3916172,
PDS000000361.1,PDT000002908.1,SAMEA3916175,
PDS000000361.1,PDT000002913.1,SAMEA3916180,
PDS000000361.1,PDT000002915.1,SAMEA3916182,
PDS000000361.1,PDT000002918.1,SAMEA3916185,
PDS000000193.1,PDT000004105.1,SAMEA104693485,
PDS000000193.1,PDT000004107.1,SAMEA104693487,
PDS000000193.1,PDT000004109.1,SAMEA104693489,
PDS000000193.1,PDT000004120.1,SAMEA104693532,
PDS000000193.1,PDT000004139.1,SAMEA104693960,
PDS000000193.1,PDT000004143.1,SAMEA104693964,
PDS000000193.1,PDT000004146.1,SAMEA104693979,
PDS000000193.1,PDT000004157.1,SAMEA104693991,
PDS000000193.1,PDT000004166.1,SAMEA104694016,
PDS000000193.1,PDT000004168.1,SAMEA104694018,
PDS000000193.1,PDT000004182.1,SAMEA104694033,
PDS000000193.1,PDT000004185.1,SAMEA104694036,
PDS000000193.1,PDT000004188.1,SAMEA104694039,
PDS000000193.1,PDT000004191.1,SAMEA104694042,
PDS000000193.1,PDT000004210.1,SAMEA104694306,
